Stock,Earnings Date,Sector,Industry
ACN,09/24/2025,Technology,Information Technology
JBL,09/24/2025,Technology,Electronic Components
KBH,09/24/2025,Consumer Cyclical,Residential Construction
KMX,09/24/2025,Consumer Cyclical,Auto and Truck Dealerships
CCL,09/29/2025,Consumer Cyclical,Travel Services
NKE,09/30/2025,Consumer Cyclical,Footwear and Accesories
DAL,10/09/2025,Industrials,Airlines
PEP,10/09/2025,Consumer Defensive,Beverages
FAST,10/13/2025,Industrials,Industrial Distribution
DPZ,10/14/2025,Consumer Cyclical,Restaurants
BLK,10/14/2025,Financials,Asset Management
C,10/14/2025,Financials,Banks Diversified
JPM,10/14/2025,Financials,Banks Diversified
JNJ,10/14/2025,Healthcare,Drug Manufacturers - General
PPG,10/15/2025,Basic Materials,Specialty Chemicals
CFG,10/15/2025,Financials,Banks Regional
SYF,10/15/2025,Financials,Credit Services
ABT,10/15/2025,Healthcare,Medical Devices
EFX,10/15/2025,Industrials,Consulting Services
MS,10/15/2025,Financials,Capital Markets
BAC,10/15/2025,Financials,Banks Diversified
PGR,10/15/2025,Financials,Insurance Propery and Casualty
PNC,10/15/2025,Financials,Banks Regional
PLD,10/15/2025,Real Estate,Real Estate
ASML,10/15/2025,Technology,Semiconductors Equipment and Materials
CSX,10/16/2025,Industrials,Railroads
INFY,10/16/2025,Technology,Information Technology
SCHW,10/16/2025,Financials,Capital Markets
BK,10/16/2025,Financials,Banks Diversified
TSM,10/16/2025,Technology,Semiconductors
USB,10/16/2025,Financials,Banks Regional
TRV,10/16/2025,Financials,Insurance Propery and Casualty
MMC,10/16/2025,Financials,Insurance Brokers
ELV,10/16/2025,Healthcare,Healthcare Plans
HBAN,10/17/2025,Healthcare,Banks Regional
TFC,10/17/2025,Financials,Banks Regional
STT,10/17/2025,Financials,Asset Management
RF,10/17/2025,Financials,Banks Regional
AXP,10/17/2025,Financials,Credit Services
SLB,10/17/2025,Energy,Oil and Gas Equipment and Services
STLD,10/20/2025,Basic Materials,Steel
NSC,10/21/2025,Industrials,Railroads
GE,10/21/2025,Industrials,Aerospace and Defense
ONB,10/21/2025,Financials,Banks Regional
NOC,10/21/2025,Industrials,Aerospace and Defense
PCAR,10/21/2025,Industrials,Farm and Heavy Construction Machinery
KO,10/21/2025,Consumer Defensive,Beverages
ISRG,10/21/2025,Healthcare,Medical Instruments and Supplies
PM,10/21/2025,Consumer Defensive,Tobacco
MCO,10/21/2025,Financials,Financial Data and Stock Exchanges
DHR,10/21/2025,Healthcare,Diagnostics and Research
GPC,10/21/2025,Consumer Cyclical,Auto Parts
GM,10/21/2025,Consumer Cyclical,Auto Manufacturers
LMT,10/21/2025,Industrials,Aerospace and Defense
HAL,10/21/2025,Energy,Oil and Gas Equipment and Services
PHM,10/21/2025,Consumer Cyclical,Residential Construction
NFLX,10/21/2025,Communication Services,Entertainment
VZ,10/21/2025,Communication Services,Telecom Services
TXN,10/21/2025,Technology,Semiconductors
FI,10/21/2025,Technology,Information Technology
FCX,10/21/2025,Basic Materials,Copper
ROP,10/22/2025,Technology,Software Application
IBM,10/22/2025,Technology,Information Technology
LUV,10/22/2025,Industrials,Airlines
TSLA,10/22/2025,Consumer Cyclical,Auto Manufacturers
GEV,10/22/2025,Industrials,Special Industrial Machinery
TECK,10/22/2025,Basic Materials,Other Industrial Metals and Mining
BA,10/22/2025,Industrials,Aerospace and Defense
TMO,10/22/2025,Healthcare,Diagnostics and Research
ORLY,10/22/2025,Consumer Cyclical,Specialty Retail
SAP,10/22/2025,Technology,Information Technology
TER,10/22/2025,Technology,Semiconductors Equipment and Materials
CME,10/22/2025,Financials,Financial Data and Stock Exchanges
AA,10/22/2025,Basic Materials,Aluminum
