Stock,Earnings Date,Sector,Industry
SCCO,07/28/2025,Basic Materials,Copper
MARA,07/29/2025,Financials,Capital Markets
UNH,07/29/2025,Healthcare,Healthcare Plans
JCI,07/29/2025,Industrials,Building Products and Equipment
QRVO,07/29/2025,Technology,Semiconductors
CSTM,07/29/2025,Basic Materials,Unknown
ECL,07/29/2025,Basic Materials,Specialty Chemicals
AMT,07/29/2025,Real Estate,Real Estate
BKNG,07/29/2025,Consumer Cyclical,Travel Services
BA,07/29/2025,Industrials,Aerospace and Defense
UPS,07/29/2025,Industrials,Integrated Freight and Logistics
TER,07/29/2025,Technology,Semiconductors Equipment and Materials
CARR,07/29/2025,Industrials,Building Products and Equipment
RSG,07/29/2025,Industrials,Waste Management
PPG,07/29/2025,Basic Materials,Specialty Chemicals
PG,07/29/2025,Consumer Defensive,Household and Personal Products
CWH,07/29/2025,Consumer Cyclical,Auto and Truck Dealerships
CZR,07/29/2025,Consumer Cyclical,Resorts/Casinos/Gambling
NSC,07/29/2025,Industrials,Railroads
SBUX,07/29/2025,Consumer Cyclical,Restaurants
GLW,07/29/2025,Technology,Electronic Components
RCL,07/29/2025,Consumer Cyclical,Travel Services
PYPL,07/29/2025,Financials,Credit Services
V,07/29/2025,Financials,Credit Services
MRK,07/29/2025,Healthcare,Drug Manufacturers - General
SOFI,07/29/2025,Financials,Credit Services
SPOT,07/29/2025,Communication Services,Internet Content and Information
MO,07/30/2025,Consumer Defensive,Tobacco
HSY,07/30/2025,Consumer Defensive,Confectioners
GT,07/30/2025,Consumer Cyclical,Auto Parts
MSFT,07/30/2025,Technology,Software Infastructure
TT,07/30/2025,Industrials,Building Products and Equipment
WING,07/30/2025,Consumer Cyclical,Restaurants
MGM,07/30/2025,Consumer Cyclical,Resorts/Casinos/Gambling
EBAY,07/30/2025,Consumer Cyclical,Internet Retail
ETSY,07/30/2025,Consumer Cyclical,Internet Retail
QCOM,07/30/2025,Technology,Semiconductors
VRSK,07/30/2025,Industrials,Consulting Services
EXR,07/30/2025,Real Estate,Real Estate
ADP,07/30/2025,Technology,Software Application
ENTG,07/30/2025,Technology,Semiconductors Equipment and Materials
ARM,07/30/2025,Technology,Semiconductors
CVNA,07/30/2025,Consumer Cyclical,Auto and Truck Dealerships
F,07/30/2025,Consumer Cyclical,Auto Manufacturers
HES,07/30/2025,Energy,Oil and Gas E&P
LRCX,07/30/2025,Technology,Semiconductors Equipment and Materials
PRU,07/30/2025,Financials,Insurance Life
PSA,07/30/2025,Financials,Real Estate
AGI,07/30/2025,Basic Materials,Gold Miners
ALB,07/30/2025,Basic Materials,Specialty Chemicals
ITW,07/30/2025,Industrials,Special Industrial Machinery
HUM,07/30/2025,Healthcare,Healthcare Plans
AEM,07/30/2025,Basic Materials,Gold Miners
HOOD,07/30/2025,Financials,Capital Markets
AER,07/30/2025,Industrials,Rental and Leasing Services
META,07/30/2025,Communication Services,Internet Content and Information
AWK,07/30/2025,Utilities,Regulated Water
CHRW,07/30/2025,Industrials,Integrated Freight and Logistics
AEP,07/30/2025,Utilities,Regulated Electric
ALL,07/30/2025,Financials,Insurance Propery and Casualty
DXCM,07/30/2025,Healthcare,Medical Devices
FE,07/30/2025,Utilities,Regulated Electric
NCLH,07/31/2025,Consumer Cyclical,Travel Services
FSLR,07/31/2025,Technology,Solar
XEL,07/31/2025,Utilities,Regulated Electric
SPGI,07/31/2025,Financials,Financial Data and Stock Exchanges
RMD,07/31/2025,Healthcare,Medical Instruments and Supplies
CI,07/31/2025,Healthcare,Healthcare Plans
ABBV,07/31/2025,Healthcare,Drug Manufacturers - General
IR,07/31/2025,Industrials,Special Industrial Machinery
SYK,07/31/2025,Healthcare,Medical Devices
