Stock,Earnings Date,Sector,Industry
ARMK,08/05/2025,Industrials,Specialty Business Services
IT,08/05/2025,Technology,Information Technology
DD,08/05/2025,Basic Materials,Specialty Chemicals
PEG,08/05/2025,Utilities,Regulated Electric
ANET,08/05/2025,Technology,Computer Hardware
DUK,08/05/2025,Utilities,Regulated Electric
SMCI,08/05/2025,Technology,Computer Hardware
J,08/05/2025,Industrials,Engineering and Construction
MOS,08/05/2025,Basic Materials,Agricultural Inputs
SWKS,08/05/2025,Technology,Semiconductors
DDOG,08/06/2025,Technology,Software Application
SN,08/06/2025,Consumer Cyclical,Furnishings/Fixtures/Appliances
CROX,08/06/2025,Consumer Cyclical,Footwear and Accesories
PH,08/06/2025,Industrials,Special Industrial Machinery
VST,08/06/2025,Utilities,Independant Power Providers
LLY,08/06/2025,Healthcare,Drug Manufacturers - General
H,08/06/2025,Consumer Cyclical,Lodging
OXY,08/06/2025,Energy,Oil and Gas E&P
COP,08/06/2025,Energy,Oil and Gas E&P
ELF,08/06/2025,Consumer Defensive,Household and Personal Products
CELH,08/06/2025,Consumer Defensive,Beverages
VVV,08/06/2025,Consumer Cyclical,Auto and Truck Dealerships
PENN,08/06/2025,Consumer Cyclical,Resorts/Casinos/Gambling
PZZA,08/06/2025,Consumer Cyclical,Restaurants
AZEK,08/06/2025,Industrials,Building Products and Equipment
MLM,08/06/2025,Basic Materials,Building Materials
ANSS,08/06/2025,Technology,Software Application
CEG,08/06/2025,Utilities,Renewable
DIS,08/06/2025,Communication Services,Entertainment
CTVA,08/06/2025,Basic Materials,Agricultural Inputs
SRE,08/06/2025,Utilities,Diversified
SHOP,08/06/2025,Technology,Software Application
EXPE,08/07/2025,Consumer Cyclical,Travel Services
SEZL,08/07/2025,Financials,Credit Services
TTWO,08/07/2025,Communication Services,Electronic Gaming and Multimedia
GT,08/07/2025,Consumer Cyclical,Auto Parts
XYZ,08/07/2025,Technology,Software Infastructure
MSI,08/07/2025,Technology,Communication Equipment
TWLO,08/07/2025,Technology,Software Infastructure
CENX,08/07/2025,Basic Materials,Aluminum
MNST,08/07/2025,Consumer Defensive,Beverages
CART,08/07/2025,Consumer Cyclical,Internet Retail
EOG,08/07/2025,Energy,Oil and Gas E&P
