Stock,Earnings Date,Sector,Industry
JKS,09/03/2025,Technology,Solar
AI,09/03/2025,Technology,Software Application
AVGO,09/04/2025,Technology,Semiconductors
LULU,09/04/2025,Consumer Cyclical,Apparel Retail
CASY,09/08/2025,Consumer Cyclical,Specialty Retail
ORCL,09/09/2025,Technology,Software Infastructure
SNPS,09/09/2025,Technology,Software Infastructure
RH,09/11/2025,Consumer Cyclical,Specialty Retail
ADBE,09/11/2025,Technology,Software Infastructure
DRI,09/17/2025,Consumer Cyclical,Restaurants
LEN,09/18/2025,Consumer Cyclical,Residential Construction
FDX,09/18/2025,Industrials,Integrated Freight and Logistics
AZO,09/22/2025,Consumer Cyclical,Specialty Retail
MU,09/23/2025,Technology,Semiconductors
CTAS,09/23/2025,Industrials,Specialty Business Services
KBH,09/23/2025,Consumer Cyclical,Residential Construction
JBL,09/24/2025,Technology,Electronic Components
ACN,09/24/2025,Technology,Information Technology
KMX,09/24/2025,Consumer Cyclical,Auto and Truck Dealerships
NKE,09/30/2025,Consumer Cyclical,Footwear and Accesories
PEP,10/09/2025,Consumer Defensive,Beverages
DAL,10/09/2025,Industrials,Airlines
DPZ,10/09/2025,Consumer Cyclical,Restaurants
BLK,10/10/2025,Financials,Asset Management
FAST,10/13/2025,Industrials,Industrial Distribution
JNJ,10/14/2025,Healthcare,Drug Manufacturers - General
STT,10/14/2025,Financials,Asset Management
SCHW,10/14/2025,Financials,Capital Markets
C,10/14/2025,Financials,Banks Diversified
JPM,10/14/2025,Financials,Banks Diversified
ASML,10/15/2025,Technology,Semiconductors Equipment and Materials
MS,10/15/2025,Financials,Capital Markets
CSX,10/15/2025,Industrials,Railroads
EFX,10/15/2025,Industrials,Consulting Services
UNH,10/15/2025,Healthcare,Healthcare Plans
BAC,10/15/2025,Financials,Banks Diversified
CFG,10/15/2025,Financials,Banks Regional
PNC,10/15/2025,Financials,Banks Regional
SYF,10/15/2025,Financials,Credit Services
PPG,10/15/2025,Basic Materials,Specialty Chemicals
STLD,10/15/2025,Basic Materials,Steel
USB,10/16/2025,Financials,Banks Regional
NFLX,10/16/2025,Communication Services,Entertainment
TSM,10/16/2025,Technology,Semiconductors
ELV,10/16/2025,Healthcare,Healthcare Plans
INFY,10/16/2025,Technology,Information Technology
ISRG,10/16/2025,Healthcare,Medical Instruments and Supplies
BK,10/16/2025,Financials,Banks Diversified
TRV,10/16/2025,Financials,Insurance Propery and Casualty
SLB,10/17/2025,Energy,Oil and Gas Equipment and Services
RF,10/17/2025,Financials,Banks Regional
AXP,10/17/2025,Financials,Credit Services
HBAN,10/17/2025,Healthcare,Banks Regional
TFC,10/17/2025,Financials,Banks Regional
PHM,10/21/2025,Consumer Cyclical,Residential Construction
VZ,10/21/2025,Communication Services,Telecom Services
TXN,10/21/2025,Technology,Semiconductors
FCX,10/21/2025,Basic Materials,Copper
PCAR,10/21/2025,Industrials,Farm and Heavy Construction Machinery
NSC,10/21/2025,Industrials,Railroads
LMT,10/21/2025,Industrials,Aerospace and Defense
GE,10/21/2025,Industrials,Aerospace and Defense
ONB,10/21/2025,Financials,Banks Regional
KO,10/21/2025,Consumer Defensive,Beverages
PM,10/21/2025,Consumer Defensive,Tobacco
MCO,10/21/2025,Financials,Financial Data and Stock Exchanges
SCCO,10/21/2025,Basic Materials,Copper
DHR,10/21/2025,Healthcare,Diagnostics and Research
GPC,10/21/2025,Consumer Cyclical,Auto Parts
FI,10/21/2025,Technology,Information Technology
GM,10/21/2025,Consumer Cyclical,Auto Manufacturers
LVS,10/22/2025,Consumer Cyclical,Resorts/Casinos/Gambling
WAB,10/22/2025,Industrials,Railroads
TECK,10/22/2025,Basic Materials,Other Industrial Metals and Mining
IBM,10/22/2025,Technology,Information Technology
TSLA,10/22/2025,Consumer Cyclical,Auto Manufacturers
LUV,10/22/2025,Industrials,Airlines
CCI,10/22/2025,Real Estate,Real Estate
GEV,10/22/2025,Industrials,Special Industrial Machinery
SAP,10/22/2025,Technology,Information Technology
TMO,10/22/2025,Healthcare,Diagnostics and Research
ROP,10/22/2025,Technology,Software Application
ORLY,10/22/2025,Consumer Cyclical,Specialty Retail
APH,10/22/2025,Technology,Electronic Components
T,10/22/2025,Communication Services,Telecom Services
CME,10/22/2025,Financials,Financial Data and Stock Exchanges
BSX,10/22/2025,Healthcare,Medical Devices
NEM,10/22/2025,Basic Materials,Gold Miners
BA,10/22/2025,Industrials,Aerospace and Defense
TER,10/22/2025,Technology,Semiconductors Equipment and Materials
HLT,10/22/2025,Consumer Cyclical,Lodging
