Stock,Earnings Date,Sector,Industry
MDB,08/26/2025,Technology,Software Infastructure
RY,08/26/2025,Financials,Banks Diversified
TD,08/27/2025,Financials,Banks Diversified
DKS,08/27/2025,Consumer Cyclical,Specialty Retail
M,08/27/2025,Consumer Cyclical,Specialty Retail
DG,08/27/2025,Consumer Defensive,Discount Stores
BURL,08/27/2025,Consumer Cyclical,Apparel Retail
BBY,08/27/2025,Consumer Cyclical,Specialty Retail
ULTA,08/28/2025,Consumer Cyclical,Specialty Retail
AFRM,08/28/2025,Technology,Software Infastructure
DELL,08/28/2025,Technology,Computer Hardware
MRVL,08/28/2025,Technology,Semiconductors
ADSK,08/28/2025,Technology,Software Application
ZS,09/02/2025,Technology,Software Infastructure
DLTR,09/02/2025,Consumer Defensive,Discount Stores
AEO,09/03/2025,Consumer Cyclical,Apparel Retail
CRM,09/03/2025,Technology,Software Application
GTLB,09/03/2025,Technology,Software Infastructure
AVGO,09/03/2025,Technology,Semiconductors
AI,09/03/2025,Technology,Software Application
JKS,09/03/2025,Technology,Solar
CPRT,09/04/2025,Industrials,Specialty Business Services
LULU,09/04/2025,Consumer Cyclical,Apparel Retail
DOCU,09/04/2025,Technology,Software Application
CASY,09/08/2025,Consumer Cyclical,Specialty Retail
ORCL,09/08/2025,Technology,Software Infastructure
SNPS,09/09/2025,Technology,Software Infastructure
ADBE,09/11/2025,Technology,Software Infastructure
RH,09/11/2025,Consumer Cyclical,Specialty Retail
DRI,09/17/2025,Consumer Cyclical,Restaurants
LEN,09/18/2025,Consumer Cyclical,Residential Construction
FDX,09/18/2025,Industrials,Integrated Freight and Logistics
AZO,09/22/2025,Consumer Cyclical,Specialty Retail
CTAS,09/23/2025,Industrials,Specialty Business Services
KBH,09/23/2025,Consumer Cyclical,Residential Construction
KMX,09/24/2025,Consumer Cyclical,Auto and Truck Dealerships
ACN,09/24/2025,Technology,Information Technology
JBL,09/24/2025,Technology,Electronic Components
MU,09/24/2025,Technology,Semiconductors
NKE,09/30/2025,Consumer Cyclical,Footwear and Accesories
DPZ,10/09/2025,Consumer Cyclical,Restaurants
DAL,10/09/2025,Industrials,Airlines
PEP,10/09/2025,Consumer Defensive,Beverages
BLK,10/10/2025,Financials,Asset Management
FAST,10/13/2025,Industrials,Industrial Distribution
JPM,10/14/2025,Financials,Banks Diversified
C,10/14/2025,Financials,Banks Diversified
JNJ,10/14/2025,Healthcare,Drug Manufacturers - General
STT,10/14/2025,Financials,Asset Management
SCHW,10/14/2025,Financials,Capital Markets
EFX,10/15/2025,Industrials,Consulting Services
PNC,10/15/2025,Financials,Banks Regional
CFG,10/15/2025,Financials,Banks Regional
UNH,10/15/2025,Healthcare,Healthcare Plans
BAC,10/15/2025,Financials,Banks Diversified
ASML,10/15/2025,Technology,Semiconductors Equipment and Materials
CSX,10/15/2025,Industrials,Railroads
MS,10/15/2025,Financials,Capital Markets
SYF,10/15/2025,Financials,Credit Services
STLD,10/15/2025,Basic Materials,Steel
PPG,10/15/2025,Basic Materials,Specialty Chemicals
NFLX,10/16/2025,Communication Services,Entertainment
