Stock,Earnings Date,Sector,Industry
CRWV,08/12/2025,Technology,Software Infastructure
DE,08/13/2025,Industrials,Farm and Heavy Construction Machinery
BABA,08/13/2025,Consumer Cyclical,Internet Retail
BIRK,08/13/2025,Consumer Cyclical,Footwear and Accesories
CSCO,08/13/2025,Technology,Communication Equipment
AMAT,08/14/2025,Technology,Semiconductors Equipment and Materials
MDT,08/18/2025,Healthcare,Medical Devices
PANW,08/18/2025,Technology,Software Infastructure
HD,08/18/2025,Consumer Cyclical,Home Improvement Retail
TGT,08/19/2025,Consumer Defensive,Discount Stores
EL,08/19/2025,Consumer Defensive,Household and Personal Products
ZIM,08/19/2025,Industrials,Marine Shipping
LOW,08/19/2025,Consumer Cyclical,Home Improvement Retail
TOL,08/19/2025,Consumer Cyclical,Residential Construction
TJX,08/19/2025,Consumer Cyclical,Apparel Retail
ADI,08/19/2025,Technology,Semiconductors
CSIQ,08/20/2025,Technology,Solar
WMT,08/20/2025,Consumer Defensive,Discount Stores
ZM,08/21/2025,Technology,Software Application
ROST,08/21/2025,Consumer Cyclical,Apparel Retail
WDAY,08/21/2025,Technology,Software Application
INTU,08/21/2025,Technology,Software Application
RY,08/26/2025,Financials,Banks Diversified
ANF,08/26/2025,Consumer Cyclical,Apparel Retail
MDB,08/26/2025,Technology,Software Infastructure
SNOW,08/27/2025,Technology,Software Application
A,08/27/2025,Healthcare,Diagnostics and Research
DKS,08/27/2025,Consumer Cyclical,Specialty Retail
DG,08/27/2025,Consumer Defensive,Discount Stores
NVDA,08/27/2025,Technology,Semiconductors
NTAP,08/27/2025,Technology,Computer Hardware
M,08/27/2025,Consumer Cyclical,Specialty Retail
BURL,08/27/2025,Consumer Cyclical,Apparel Retail
AEO,08/27/2025,Consumer Cyclical,Apparel Retail
BBY,08/27/2025,Consumer Cyclical,Specialty Retail
TD,08/27/2025,Financials,Banks Diversified
CRWD,08/27/2025,Technology,Software Infastructure
MRVL,08/28/2025,Technology,Semiconductors
DELL,08/28/2025,Technology,Computer Hardware
ADSK,08/28/2025,Technology,Software Application
AFRM,08/28/2025,Technology,Software Infastructure
ULTA,08/28/2025,Consumer Cyclical,Specialty Retail
ZS,09/02/2025,Technology,Software Infastructure
DLTR,09/02/2025,Consumer Defensive,Discount Stores
CASY,09/02/2025,Consumer Cyclical,Specialty Retail
GTLB,09/03/2025,Technology,Software Infastructure
AI,09/03/2025,Technology,Software Application
AVGO,09/03/2025,Technology,Semiconductors
CRM,09/03/2025,Technology,Software Application
DOCU,09/04/2025,Technology,Software Application
LULU,09/04/2025,Consumer Cyclical,Apparel Retail
JKS,09/04/2025,Technology,Solar
ORCL,09/08/2025,Technology,Software Infastructure
SNPS,09/09/2025,Technology,Software Infastructure
ADBE,09/10/2025,Technology,Software Infastructure
CPRT,09/11/2025,Industrials,Specialty Business Services
RH,09/11/2025,Consumer Cyclical,Specialty Retail
FDX,09/18/2025,Industrials,Integrated Freight and Logistics
LEN,09/18/2025,Consumer Cyclical,Residential Construction
AZO,09/23/2025,Consumer Cyclical,Specialty Retail
KBH,09/23/2025,Consumer Cyclical,Residential Construction
CTAS,09/24/2025,Industrials,Specialty Business Services
JBL,09/24/2025,Technology,Electronic Components
MU,09/24/2025,Technology,Semiconductors
KMX,09/24/2025,Consumer Cyclical,Auto and Truck Dealerships
ACN,09/24/2025,Technology,Information Technology
DRI,09/25/2025,Consumer Cyclical,Restaurants
NKE,09/30/2025,Consumer Cyclical,Footwear and Accesories
PEP,10/07/2025,Consumer Defensive,Beverages
DPZ,10/09/2025,Consumer Cyclical,Restaurants
DAL,10/09/2025,Industrials,Airlines
