Stock,Earnings Date,Sector,Industry
DG,08/27/2025,Consumer Defensive,Discount Stores
TD,08/27/2025,Financials,Banks Diversified
M,08/27/2025,Consumer Cyclical,Specialty Retail
MRVL,08/28/2025,Technology,Semiconductors
ULTA,08/28/2025,Consumer Cyclical,Specialty Retail
DLTR,09/02/2025,Consumer Defensive,Discount Stores
ZS,09/02/2025,Technology,Software Infastructure
GTLB,09/03/2025,Technology,Software Infastructure
CRM,09/03/2025,Technology,Software Application
AVGO,09/03/2025,Technology,Semiconductors
JKS,09/03/2025,Technology,Solar
AI,09/03/2025,Technology,Software Application
AEO,09/03/2025,Consumer Cyclical,Apparel Retail
LULU,09/04/2025,Consumer Cyclical,Apparel Retail
DOCU,09/04/2025,Technology,Software Application
CPRT,09/04/2025,Industrials,Specialty Business Services
CASY,09/08/2025,Consumer Cyclical,Specialty Retail
ORCL,09/08/2025,Technology,Software Infastructure
SNPS,09/09/2025,Technology,Software Infastructure
ADBE,09/11/2025,Technology,Software Infastructure
RH,09/11/2025,Consumer Cyclical,Specialty Retail
DRI,09/17/2025,Consumer Cyclical,Restaurants
LEN,09/18/2025,Consumer Cyclical,Residential Construction
FDX,09/18/2025,Industrials,Integrated Freight and Logistics
AZO,09/22/2025,Consumer Cyclical,Specialty Retail
CTAS,09/23/2025,Industrials,Specialty Business Services
MU,09/23/2025,Technology,Semiconductors
KBH,09/23/2025,Consumer Cyclical,Residential Construction
JBL,09/24/2025,Technology,Electronic Components
KMX,09/24/2025,Consumer Cyclical,Auto and Truck Dealerships
ACN,09/24/2025,Technology,Information Technology
NKE,09/30/2025,Consumer Cyclical,Footwear and Accesories
DPZ,10/09/2025,Consumer Cyclical,Restaurants
DAL,10/09/2025,Industrials,Airlines
PEP,10/09/2025,Consumer Defensive,Beverages
BLK,10/10/2025,Financials,Asset Management
FAST,10/13/2025,Industrials,Industrial Distribution
STT,10/14/2025,Financials,Asset Management
SCHW,10/14/2025,Financials,Capital Markets
C,10/14/2025,Financials,Banks Diversified
JNJ,10/14/2025,Healthcare,Drug Manufacturers - General
JPM,10/14/2025,Financials,Banks Diversified
SYF,10/15/2025,Financials,Credit Services
ASML,10/15/2025,Technology,Semiconductors Equipment and Materials
UNH,10/15/2025,Healthcare,Healthcare Plans
BAC,10/15/2025,Financials,Banks Diversified
CFG,10/15/2025,Financials,Banks Regional
PNC,10/15/2025,Financials,Banks Regional
MS,10/15/2025,Financials,Capital Markets
PPG,10/15/2025,Basic Materials,Specialty Chemicals
STLD,10/15/2025,Basic Materials,Steel
CSX,10/15/2025,Industrials,Railroads
EFX,10/15/2025,Industrials,Consulting Services
ELV,10/16/2025,Healthcare,Healthcare Plans
BK,10/16/2025,Financials,Banks Diversified
TSM,10/16/2025,Technology,Semiconductors
INFY,10/16/2025,Technology,Information Technology
ISRG,10/16/2025,Healthcare,Medical Instruments and Supplies
TRV,10/16/2025,Financials,Insurance Propery and Casualty
PG,10/16/2025,Consumer Defensive,Household and Personal Products
NFLX,10/16/2025,Communication Services,Entertainment
USB,10/16/2025,Financials,Banks Regional
HBAN,10/17/2025,Healthcare,Banks Regional
TFC,10/17/2025,Financials,Banks Regional
SLB,10/17/2025,Energy,Oil and Gas Equipment and Services
AXP,10/17/2025,Financials,Credit Services
RF,10/17/2025,Financials,Banks Regional
PHM,10/21/2025,Consumer Cyclical,Residential Construction
FCX,10/21/2025,Basic Materials,Copper
VZ,10/21/2025,Communication Services,Telecom Services
NSC,10/21/2025,Industrials,Railroads
PCAR,10/21/2025,Industrials,Farm and Heavy Construction Machinery
KO,10/21/2025,Consumer Defensive,Beverages
DHR,10/21/2025,Healthcare,Diagnostics and Research
FI,10/21/2025,Technology,Information Technology
TXN,10/21/2025,Technology,Semiconductors
