Stock,Earnings Date,Sector,Industry
CCL,09/29/2025,Consumer Cyclical,Travel Services
NKE,09/30/2025,Consumer Cyclical,Footwear and Accesories
PEP,10/09/2025,Consumer Defensive,Beverages
DAL,10/09/2025,Industrials,Airlines
FAST,10/13/2025,Industrials,Industrial Distribution
JPM,10/14/2025,Financials,Banks Diversified
BLK,10/14/2025,Financials,Asset Management
C,10/14/2025,Financials,Banks Diversified
JNJ,10/14/2025,Healthcare,Drug Manufacturers - General
DPZ,10/14/2025,Consumer Cyclical,Restaurants
PGR,10/15/2025,Financials,Insurance Propery and Casualty
PNC,10/15/2025,Financials,Banks Regional
ABT,10/15/2025,Healthcare,Medical Devices
PPG,10/15/2025,Basic Materials,Specialty Chemicals
SYF,10/15/2025,Financials,Credit Services
BAC,10/15/2025,Financials,Banks Diversified
PLD,10/15/2025,Real Estate,Real Estate
ASML,10/15/2025,Technology,Semiconductors Equipment and Materials
EFX,10/15/2025,Industrials,Consulting Services
MS,10/15/2025,Financials,Capital Markets
CFG,10/15/2025,Financials,Banks Regional
SCHW,10/16/2025,Financials,Capital Markets
TSM,10/16/2025,Technology,Semiconductors
ELV,10/16/2025,Healthcare,Healthcare Plans
BK,10/16/2025,Financials,Banks Diversified
MMC,10/16/2025,Financials,Insurance Brokers
USB,10/16/2025,Financials,Banks Regional
TRV,10/16/2025,Financials,Insurance Propery and Casualty
CSX,10/16/2025,Industrials,Railroads
INFY,10/16/2025,Technology,Information Technology
HBAN,10/17/2025,Healthcare,Banks Regional
SLB,10/17/2025,Energy,Oil and Gas Equipment and Services
AXP,10/17/2025,Financials,Credit Services
RF,10/17/2025,Financials,Banks Regional
STT,10/17/2025,Financials,Asset Management
TFC,10/17/2025,Financials,Banks Regional
STLD,10/20/2025,Basic Materials,Steel
PCAR,10/21/2025,Industrials,Farm and Heavy Construction Machinery
LMT,10/21/2025,Industrials,Aerospace and Defense
NSC,10/21/2025,Industrials,Railroads
PHM,10/21/2025,Consumer Cyclical,Residential Construction
