Stock,Earnings Date,Sector,Industry
DRI,09/17/2025,Consumer Cyclical,Restaurants
FDX,09/18/2025,Industrials,Integrated Freight and Logistics
LEN,09/18/2025,Consumer Cyclical,Residential Construction
AZO,09/22/2025,Consumer Cyclical,Specialty Retail
CTAS,09/23/2025,Industrials,Specialty Business Services
MU,09/23/2025,Technology,Semiconductors
ACN,09/24/2025,Technology,Information Technology
KBH,09/24/2025,Consumer Cyclical,Residential Construction
JBL,09/24/2025,Technology,Electronic Components
KMX,09/24/2025,Consumer Cyclical,Auto and Truck Dealerships
CCL,09/29/2025,Consumer Cyclical,Travel Services
NKE,09/30/2025,Consumer Cyclical,Footwear and Accesories
DAL,10/09/2025,Industrials,Airlines
PEP,10/09/2025,Consumer Defensive,Beverages
FAST,10/13/2025,Industrials,Industrial Distribution
JPM,10/14/2025,Financials,Banks Diversified
C,10/14/2025,Financials,Banks Diversified
DPZ,10/14/2025,Consumer Cyclical,Restaurants
STT,10/14/2025,Financials,Asset Management
BLK,10/14/2025,Financials,Asset Management
JNJ,10/14/2025,Healthcare,Drug Manufacturers - General
ASML,10/15/2025,Technology,Semiconductors Equipment and Materials
CFG,10/15/2025,Financials,Banks Regional
BAC,10/15/2025,Financials,Banks Diversified
CSX,10/15/2025,Industrials,Railroads
PPG,10/15/2025,Basic Materials,Specialty Chemicals
MS,10/15/2025,Financials,Capital Markets
PNC,10/15/2025,Financials,Banks Regional
EFX,10/15/2025,Industrials,Consulting Services
SYF,10/15/2025,Financials,Credit Services
BK,10/16/2025,Financials,Banks Diversified
INFY,10/16/2025,Technology,Information Technology
SCHW,10/16/2025,Financials,Capital Markets
ELV,10/16/2025,Healthcare,Healthcare Plans
USB,10/16/2025,Financials,Banks Regional
TSM,10/16/2025,Technology,Semiconductors
TRV,10/16/2025,Financials,Insurance Propery and Casualty
ISRG,10/16/2025,Healthcare,Medical Instruments and Supplies
RF,10/17/2025,Financials,Banks Regional
TFC,10/17/2025,Financials,Banks Regional
AXP,10/17/2025,Financials,Credit Services
HBAN,10/17/2025,Healthcare,Banks Regional
SLB,10/17/2025,Energy,Oil and Gas Equipment and Services
STLD,10/20/2025,Basic Materials,Steel
GPC,10/21/2025,Consumer Cyclical,Auto Parts
VZ,10/21/2025,Communication Services,Telecom Services
PHM,10/21/2025,Consumer Cyclical,Residential Construction
NFLX,10/21/2025,Communication Services,Entertainment
DHR,10/21/2025,Healthcare,Diagnostics and Research
GE,10/21/2025,Industrials,Aerospace and Defense
PCAR,10/21/2025,Industrials,Farm and Heavy Construction Machinery
NSC,10/21/2025,Industrials,Railroads
LMT,10/21/2025,Industrials,Aerospace and Defense
PM,10/21/2025,Consumer Defensive,Tobacco
KO,10/21/2025,Consumer Defensive,Beverages
GM,10/21/2025,Consumer Cyclical,Auto Manufacturers
FCX,10/21/2025,Basic Materials,Copper
FI,10/21/2025,Technology,Information Technology
TXN,10/21/2025,Technology,Semiconductors
ONB,10/21/2025,Financials,Banks Regional
SCCO,10/21/2025,Basic Materials,Copper
MCO,10/21/2025,Financials,Financial Data and Stock Exchanges
T,10/22/2025,Communication Services,Telecom Services
BA,10/22/2025,Industrials,Aerospace and Defense
TER,10/22/2025,Technology,Semiconductors Equipment and Materials
WAB,10/22/2025,Industrials,Railroads
BSX,10/22/2025,Healthcare,Medical Devices
IBM,10/22/2025,Technology,Information Technology
TSLA,10/22/2025,Consumer Cyclical,Auto Manufacturers
NEM,10/22/2025,Basic Materials,Gold Miners
LUV,10/22/2025,Industrials,Airlines
TECK,10/22/2025,Basic Materials,Other Industrial Metals and Mining
GEV,10/22/2025,Industrials,Special Industrial Machinery
ORLY,10/22/2025,Consumer Cyclical,Specialty Retail
CCI,10/22/2025,Real Estate,Real Estate
SAP,10/22/2025,Technology,Information Technology
CME,10/22/2025,Financials,Financial Data and Stock Exchanges
LVS,10/22/2025,Consumer Cyclical,Resorts/Casinos/Gambling
APH,10/22/2025,Technology,Electronic Components
ROP,10/22/2025,Technology,Software Application
TMO,10/22/2025,Healthcare,Diagnostics and Research
HLT,10/22/2025,Consumer Cyclical,Lodging
DOW,10/23/2025,Basic Materials,Chemicals
HON,10/23/2025,Industrials,Conglomerates
SPGI,10/23/2025,Financials,Financial Data and Stock Exchanges
BX,10/23/2025,Financials,Unknown
TSCO,10/23/2025,Consumer Cyclical,Specialty Retail
UNP,10/23/2025,Industrials,Railroads
NEE,10/23/2025,Utilities,Regulated Electric
COF,10/23/2025,Financials,Credit Services
VLO,10/23/2025,Energy,Oil and Gas Refining and Marketing
DECK,10/23/2025,Consumer Cyclical,Footwear and Accesories
KKR,10/23/2025,Financials,Asset Management
RMD,10/23/2025,Healthcare,Medical Instruments and Supplies
DLR,10/23/2025,Real Estate,Real Estate
TMUS,10/23/2025,Communication Services,Telecom Services
AON,10/24/2025,Financials,Insurance Brokers
PG,10/24/2025,Consumer Defensive,Household and Personal Products
BOOT,10/27/2025,Consumer Cyclical,Apparel Retail
CDNS,10/27/2025,Technology,Software Application
NUE,10/27/2025,Basic Materials,Steel
WHR,10/27/2025,Consumer Cyclical,Furnishings/Fixtures/Appliances
WELL,10/27/2025,Real Estate,Real Estate
BRO,10/27/2025,Financials,Insurance Brokers
CWH,10/27/2025,Consumer Cyclical,Auto and Truck Dealerships
SYK,10/28/2025,Healthcare,Medical Devices
UNH,10/28/2025,Healthcare,Healthcare Plans
PYPL,10/28/2025,Financials,Credit Services
OKE,10/28/2025,Energy,Oil and Gas Midstream
V,10/28/2025,Financials,Credit Services
SOFI,10/28/2025,Financials,Credit Services
FSLR,10/28/2025,Technology,Solar
ZBRA,10/28/2025,Technology,Communication Equipment
ECL,10/28/2025,Basic Materials,Specialty Chemicals
QRVO,10/28/2025,Technology,Semiconductors
GLW,10/28/2025,Technology,Electronic Components
DHI,10/28/2025,Consumer Cyclical,Residential Construction
EXR,10/28/2025,Real Estate,Real Estate
MCD,10/28/2025,Consumer Cyclical,Restaurants
AMT,10/28/2025,Real Estate,Real Estate
RCL,10/28/2025,Consumer Cyclical,Travel Services
WM,10/28/2025,Industrials,Waste Management
SBUX,10/28/2025,Consumer Cyclical,Restaurants
UPS,10/28/2025,Industrials,Integrated Freight and Logistics
VRSK,10/29/2025,Industrials,Consulting Services
PRU,10/29/2025,Financials,Insurance Life
MSFT,10/29/2025,Technology,Software Infastructure
WING,10/29/2025,Consumer Cyclical,Restaurants
MLM,10/29/2025,Basic Materials,Building Materials
CSTM,10/29/2025,Basic Materials,Unknown
ITW,10/29/2025,Industrials,Special Industrial Machinery
AWK,10/29/2025,Utilities,Regulated Water
AEM,10/29/2025,Basic Materials,Gold Miners
EXC,10/29/2025,Utilities,Regulated Electric
FE,10/29/2025,Utilities,Regulated Electric
AMGN,10/29/2025,Healthcare,Drug Manufacturers - General
NI,10/29/2025,Utilities,Regulated Gas
META,10/29/2025,Communication Services,Internet Content and Information
DASH,10/29/2025,Communication Services,Internet Content and Information
KLAC,10/29/2025,Technology,Semiconductors Equipment and Materials
AER,10/29/2025,Industrials,Rental and Leasing Services
LRCX,10/29/2025,Technology,Semiconductors Equipment and Materials
EBAY,10/29/2025,Consumer Cyclical,Internet Retail
ADP,10/29/2025,Technology,Software Application
FND,10/29/2025,Consumer Cyclical,Home Improvement Retail
CMG,10/29/2025,Consumer Cyclical,Restaurants
F,10/29/2025,Consumer Cyclical,Auto Manufacturers
TT,10/29/2025,Industrials,Building Products and Equipment
ETSY,10/29/2025,Consumer Cyclical,Internet Retail
MELI,10/29/2025,Consumer Cyclical,Internet Retail
RSG,10/29/2025,Industrials,Waste Management
MGM,10/29/2025,Consumer Cyclical,Resorts/Casinos/Gambling
HOOD,10/29/2025,Financials,Capital Markets
CAT,10/29/2025,Industrials,Farm and Heavy Construction Machinery
